questionImage,answer,answerLink
https://commons.wikimedia.org/wiki/File:Burkina_Faso_in_its_region.svg,Burkina Faso,https://en.wikipedia.org/wiki/Burkina_Faso
https://commons.wikimedia.org/wiki/File:Burundi_in_its_region.svg,Burundi,https://en.wikipedia.org/wiki/Burundi
https://commons.wikimedia.org/wiki/File:Cape_Verde_in_its_region.svg,Cabo Verde|Cape Verde,https://en.wikipedia.org/wiki/Cape_Verde
https://commons.wikimedia.org/wiki/File:Cambodia_in_its_region.svg,Cambodia,https://en.wikipedia.org/wiki/Cambodia
https://commons.wikimedia.org/wiki/File:Cameroon_in_its_region.svg,Cameroon,https://en.wikipedia.org/wiki/Cameroon
https://commons.wikimedia.org/wiki/File:Canada_in_its_region.svg,Canada,https://en.wikipedia.org/wiki/Canada
https://commons.wikimedia.org/wiki/File:Central_African_Republic_in_its_region.svg,Central African Republic|CAR,https://en.wikipedia.org/wiki/Central_African_Republic
https://commons.wikimedia.org/wiki/File:Chad_in_its_region.svg,Chad|Romania,https://en.wikipedia.org/wiki/Chad
https://commons.wikimedia.org/wiki/File:Chile_in_its_region.svg,Chile,https://en.wikipedia.org/wiki/Chile
https://commons.wikimedia.org/wiki/File:China_in_its_region_(de-facto_and_disputed_hatched).svg,China|People's Republic of China|PRC,https://en.wikipedia.org/wiki/China
https://commons.wikimedia.org/wiki/File:Colombia_in_its_region.svg,Colombia,https://en.wikipedia.org/wiki/Colombia
https://commons.wikimedia.org/wiki/File:Comoros_in_its_region.svg,Comoros,https://en.wikipedia.org/wiki/Comoros
https://commons.wikimedia.org/wiki/File:Costa_Rica_in_its_region.svg,Costa Rica,https://en.wikipedia.org/wiki/Costa_Rica
https://commons.wikimedia.org/wiki/File:Cote_d_Ivoire_in_its_region.svg,Côte d'Ivoire|Ivory Coast,https://en.wikipedia.org/wiki/Ivory_Coast
https://commons.wikimedia.org/wiki/File:Croatia_in_its_region.svg,Croatia,https://en.wikipedia.org/wiki/Croatia
https://commons.wikimedia.org/wiki/File:Cuba_in_its_region.svg,Cuba,https://en.wikipedia.org/wiki/Cuba
https://commons.wikimedia.org/wiki/File:Cyprus_in_its_region_(claimed_hatched).svg,Cyprus,https://en.wikipedia.org/wiki/Cyprus
https://commons.wikimedia.org/wiki/File:Czech_Republic_in_its_region.svg,Czechia|Czech Republic,https://en.wikipedia.org/wiki/Czech_Republic
https://commons.wikimedia.org/wiki/File:Democratic_Republic_of_the_Congo_in_its_region.svg,Democratic Republic of the Congo|Democratic Republic of Congo|Dem Rep of the Congo|Dem Rep of Congo|Dem Rep Congo|DRC|Democratic Republic Congo,https://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo
https://commons.wikimedia.org/wiki/File:Denmark_in_its_region.svg,Denmark,https://en.wikipedia.org/wiki/Denmark
https://commons.wikimedia.org/wiki/File:Djibouti_in_its_region.svg,Djibouti,https://en.wikipedia.org/wiki/Djibouti
https://commons.wikimedia.org/wiki/File:Dominica_in_its_region.svg,Dominica,https://en.wikipedia.org/wiki/Dominica
https://commons.wikimedia.org/wiki/File:Dominican_Republic_in_its_region.svg,Dominican Republic,https://en.wikipedia.org/wiki/Dominican_Republic
https://commons.wikimedia.org/wiki/File:Ecuador_in_its_region.svg,Ecuador,https://en.wikipedia.org/wiki/Ecuador
https://commons.wikimedia.org/wiki/File:Egypt_in_its_region_(de-facto_and_disputed_hatched).svg,Egypt,https://en.wikipedia.org/wiki/Egypt
https://commons.wikimedia.org/wiki/File:El_Salvador_in_its_region.svg,El Salvador,https://en.wikipedia.org/wiki/El_Salvador
https://commons.wikimedia.org/wiki/File:Equatorial_Guinea_in_its_region.svg,Equatorial Guinea,https://en.wikipedia.org/wiki/Equatorial_Guinea
https://commons.wikimedia.org/wiki/File:Eritrea_in_its_region.svg,Eritrea,https://en.wikipedia.org/wiki/Eritrea
https://commons.wikimedia.org/wiki/File:Estonia_in_its_region.svg,Estonia,https://en.wikipedia.org/wiki/Estonia
https://commons.wikimedia.org/wiki/File:Eswatini_in_its_region.svg,Eswatini|Swaziland,https://en.wikipedia.org/wiki/Eswatini
https://commons.wikimedia.org/wiki/File:Ethiopia_in_its_region.svg,Ethiopia,https://en.wikipedia.org/wiki/Ethiopia
https://commons.wikimedia.org/wiki/File:Fiji_in_its_region_(special_marker).svg,Fiji,https://en.wikipedia.org/wiki/Fiji
https://commons.wikimedia.org/wiki/File:Finland_in_its_region.svg,Finland,https://en.wikipedia.org/wiki/Finland
https://commons.wikimedia.org/wiki/File:France_in_its_region.svg,France,https://en.wikipedia.org/wiki/France
https://commons.wikimedia.org/wiki/File:Gabon_in_its_region.svg,Gabon,https://en.wikipedia.org/wiki/Gabon
https://commons.wikimedia.org/wiki/File:Georgia_in_its_region_(claimed_hatched).svg,Georgia,https://en.wikipedia.org/wiki/Georgia_(country)
https://commons.wikimedia.org/wiki/File:Germany_in_its_region.svg,Germany,https://en.wikipedia.org/wiki/Germany
https://commons.wikimedia.org/wiki/File:Ghana_in_its_region.svg,Ghana,https://en.wikipedia.org/wiki/Ghana
https://commons.wikimedia.org/wiki/File:Greece_in_its_region.svg,Greece,https://en.wikipedia.org/wiki/Greece
https://commons.wikimedia.org/wiki/File:Grenada_in_its_region.svg,Grenada,https://en.wikipedia.org/wiki/Grenada
https://commons.wikimedia.org/wiki/File:Guatemala_in_its_region.svg,Guatemala,https://en.wikipedia.org/wiki/Guatemala
https://commons.wikimedia.org/wiki/File:Guinea_in_its_region.svg,Guinea,https://en.wikipedia.org/wiki/Guinea
https://commons.wikimedia.org/wiki/File:Guinea-Bissau_in_its_region.svg,Guinea-Bissau,https://en.wikipedia.org/wiki/Guinea-Bissau
https://commons.wikimedia.org/wiki/File:Guyana_in_its_region.svg,Guyana,https://en.wikipedia.org/wiki/Guyana
https://commons.wikimedia.org/wiki/File:Haiti_in_its_region.svg,Haiti,https://en.wikipedia.org/wiki/Haiti
https://commons.wikimedia.org/wiki/File:Honduras_in_its_region.svg,Honduras,https://en.wikipedia.org/wiki/Honduras
https://commons.wikimedia.org/wiki/File:Hungary_in_its_region.svg,Hungary,https://en.wikipedia.org/wiki/Hungary
https://commons.wikimedia.org/wiki/File:Iceland_in_its_region.svg,Iceland,https://en.wikipedia.org/wiki/Iceland
https://commons.wikimedia.org/wiki/File:India_in_its_region_(claimed_hatched).svg,India,https://en.wikipedia.org/wiki/India
https://commons.wikimedia.org/wiki/File:Indonesia_in_its_region.svg,Indonesia|Monaco,https://en.wikipedia.org/wiki/Indonesia
https://commons.wikimedia.org/wiki/File:Iran_in_its_region.svg,Iran,https://en.wikipedia.org/wiki/Iran
https://commons.wikimedia.org/wiki/File:Iraq_in_its_region.svg,Iraq,https://en.wikipedia.org/wiki/Iraq
https://commons.wikimedia.org/wiki/File:Ireland_in_its_region.svg,Ireland,https://en.wikipedia.org/wiki/Republic_of_Ireland
https://commons.wikimedia.org/wiki/File:Israel_in_its_region_(de-facto_hatched).svg,Israel,https://en.wikipedia.org/wiki/Israel
https://commons.wikimedia.org/wiki/File:Italy_in_its_region.svg,Italy,https://en.wikipedia.org/wiki/Italy
https://commons.wikimedia.org/wiki/File:Jamaica_in_its_region.svg,Jamaica,https://en.wikipedia.org/wiki/Jamaica
https://commons.wikimedia.org/wiki/File:Japan_in_its_region_(claimed_hatched).svg,Japan,https://en.wikipedia.org/wiki/Japan
https://commons.wikimedia.org/wiki/File:Jordan_in_its_region.svg,Jordan,https://en.wikipedia.org/wiki/Jordan
https://commons.wikimedia.org/wiki/File:Kazakhstan_in_its_region.svg,Kazakhstan,https://en.wikipedia.org/wiki/Kazakhstan
https://commons.wikimedia.org/wiki/File:Kenya_in_its_region_(disputed_hatched).svg,Kenya,https://en.wikipedia.org/wiki/Kenya
https://commons.wikimedia.org/wiki/File:Kiribati_in_its_region.svg,Kiribati,https://en.wikipedia.org/wiki/Kiribati
https://commons.wikimedia.org/wiki/File:Kosovo_in_its_region.svg,Kosovo,https://en.wikipedia.org/wiki/Kosovo
https://commons.wikimedia.org/wiki/File:Kuwait_in_its_region.svg,Kuwait,https://en.wikipedia.org/wiki/Kuwait
https://commons.wikimedia.org/wiki/File:Kyrgyzstan_in_its_region.svg,Kyrgyzstan,https://en.wikipedia.org/wiki/Kyrgyzstan
https://commons.wikimedia.org/wiki/File:Laos_in_its_region.svg,Laos,https://en.wikipedia.org/wiki/Laos
https://commons.wikimedia.org/wiki/File:Latvia_in_its_region.svg,Latvia,https://en.wikipedia.org/wiki/Latvia
https://commons.wikimedia.org/wiki/File:Lebanon_in_its_region.svg,Lebanon,https://en.wikipedia.org/wiki/Lebanon
https://commons.wikimedia.org/wiki/File:Lesotho_in_its_region.svg,Lesotho,https://en.wikipedia.org/wiki/Lesotho
https://commons.wikimedia.org/wiki/File:Liberia_in_its_region.svg,Liberia,https://en.wikipedia.org/wiki/Liberia
https://commons.wikimedia.org/wiki/File:Libya_in_its_region.svg,Libya,https://en.wikipedia.org/wiki/Libya
https://commons.wikimedia.org/wiki/File:Liechtenstein_in_its_region.svg,Liechtenstein,https://en.wikipedia.org/wiki/Liechtenstein
https://commons.wikimedia.org/wiki/File:Lithuania_in_its_region.svg,Lithuania,https://en.wikipedia.org/wiki/Lithuania
https://commons.wikimedia.org/wiki/File:Luxembourg_in_its_region.svg,Luxembourg,https://en.wikipedia.org/wiki/Luxembourg
https://commons.wikimedia.org/wiki/File:Madagascar_in_its_region.svg,Madagascar,https://en.wikipedia.org/wiki/Madagascar
https://commons.wikimedia.org/wiki/File:Malawi_in_its_region.svg,Malawi,https://en.wikipedia.org/wiki/Malawi
https://commons.wikimedia.org/wiki/File:Malaysia_in_its_region.svg,Malaysia,https://en.wikipedia.org/wiki/Malaysia
https://commons.wikimedia.org/wiki/File:Maldives_in_its_region_(small_islands_magnified).svg,Maldives,https://en.wikipedia.org/wiki/Maldives
https://commons.wikimedia.org/wiki/File:Mali_in_its_region.svg,Mali,https://en.wikipedia.org/wiki/Mali
https://commons.wikimedia.org/wiki/File:Malta_in_its_region_(special_marker).svg,Malta,https://en.wikipedia.org/wiki/Malta
https://commons.wikimedia.org/wiki/File:Marshall_Islands_in_its_region.svg,Marshall Islands,https://en.wikipedia.org/wiki/Marshall_Islands
https://commons.wikimedia.org/wiki/File:Mauritania_in_its_region.svg,Mauritania,https://en.wikipedia.org/wiki/Mauritania
https://commons.wikimedia.org/wiki/File:Mauritius_in_its_region_(small_islands_magnified).svg,Mauritius,https://en.wikipedia.org/wiki/Mauritius
https://commons.wikimedia.org/wiki/File:Mexico_in_its_region.svg,Mexico,https://en.wikipedia.org/wiki/Mexico
https://commons.wikimedia.org/wiki/File:Micronesia_in_its_region.svg,Micronesia|Federated States of Micronesia|The Federated States of Micronesia,https://en.wikipedia.org/wiki/Federated_States_of_Micronesia
https://commons.wikimedia.org/wiki/File:Moldova_in_its_region_(claimed_hatched).svg,Moldova,https://en.wikipedia.org/wiki/Moldova
https://commons.wikimedia.org/wiki/File:Monaco_in_its_region.svg,Monaco|Indonesia,https://en.wikipedia.org/wiki/Monaco
https://commons.wikimedia.org/wiki/File:Mongolia_in_its_region.svg,Mongolia,https://en.wikipedia.org/wiki/Mongolia
https://commons.wikimedia.org/wiki/File:Montenegro_in_its_region.svg,Montenegro,https://en.wikipedia.org/wiki/Montenegro
https://commons.wikimedia.org/wiki/File:Morocco_in_its_region_(disputed_hatched).svg,Morocco,https://en.wikipedia.org/wiki/Morocco
https://commons.wikimedia.org/wiki/File:Mozambique_in_its_region.svg,Mozambique,https://en.wikipedia.org/wiki/Mozambique
https://commons.wikimedia.org/wiki/File:Myanmar_in_its_region.svg,Myanmar|Burma,https://en.wikipedia.org/wiki/Myanmar
https://commons.wikimedia.org/wiki/File:Namibia_in_its_region.svg,Namibia,https://en.wikipedia.org/wiki/Namibia
https://commons.wikimedia.org/wiki/File:Nauru_in_its_region.svg,Nauru,https://en.wikipedia.org/wiki/Nauru
https://commons.wikimedia.org/wiki/File:Nepal_in_its_region.svg,Nepal,https://en.wikipedia.org/wiki/Nepal
https://commons.wikimedia.org/wiki/File:Netherlands_in_its_region.svg,Netherlands|The Netherlands,https://en.wikipedia.org/wiki/Netherlands
https://commons.wikimedia.org/wiki/File:New_Zealand_in_its_region.svg,New Zealand,https://en.wikipedia.org/wiki/New_Zealand
https://commons.wikimedia.org/wiki/File:Nicaragua_in_its_region.svg,Nicaragua,https://en.wikipedia.org/wiki/Nicaragua
https://commons.wikimedia.org/wiki/File:Niger_in_its_region.svg,Niger,https://en.wikipedia.org/wiki/Niger
https://commons.wikimedia.org/wiki/File:Nigeria_in_its_region.svg,Nigeria,https://en.wikipedia.org/wiki/Nigeria
https://commons.wikimedia.org/wiki/File:North_Korea_in_its_region.svg,North Korea,https://en.wikipedia.org/wiki/North_Korea
https://commons.wikimedia.org/wiki/File:Macedonia_in_its_region.svg,North Macedonia|Macedonia|Former Yugoslav Republic of Macedonia|FYROM,https://en.wikipedia.org/wiki/North_Macedonia
https://commons.wikimedia.org/wiki/File:Norway_in_its_region.svg,Norway,https://en.wikipedia.org/wiki/Norway
https://commons.wikimedia.org/wiki/File:Oman_in_its_region.svg,Oman,https://en.wikipedia.org/wiki/Oman
https://commons.wikimedia.org/wiki/File:Pakistan_in_its_region_(claimed_hatched).svg,Pakistan,https://en.wikipedia.org/wiki/Pakistan
https://commons.wikimedia.org/wiki/File:Palau_in_its_region.svg,Palau,https://en.wikipedia.org/wiki/Palau
https://commons.wikimedia.org/wiki/File:Palestine_in_its_region.svg,Palestine,https://en.wikipedia.org/wiki/Palestine
https://commons.wikimedia.org/wiki/File:Panama_in_its_region.svg,Panama,https://en.wikipedia.org/wiki/Panama
https://commons.wikimedia.org/wiki/File:Papua_New_Guinea_in_its_region.svg,Papua New Guinea|PNG,https://en.wikipedia.org/wiki/Papua_New_Guinea
https://commons.wikimedia.org/wiki/File:Paraguay_in_its_region.svg,Paraguay,https://en.wikipedia.org/wiki/Paraguay
https://commons.wikimedia.org/wiki/File:Peru_in_its_region.svg,Peru,https://en.wikipedia.org/wiki/Peru
https://commons.wikimedia.org/wiki/File:Philippines_in_its_region.svg,Philippines,https://en.wikipedia.org/wiki/Philippines
https://commons.wikimedia.org/wiki/File:Poland_in_its_region.svg,Poland,https://en.wikipedia.org/wiki/Poland
https://commons.wikimedia.org/wiki/File:Portugal_in_its_region_(mainland).svg,Portugal,https://en.wikipedia.org/wiki/Portugal
https://commons.wikimedia.org/wiki/File:Qatar_in_its_region.svg,Qatar,https://en.wikipedia.org/wiki/Qatar
https://commons.wikimedia.org/wiki/File:Republic_of_the_Congo_in_its_region.svg,Republic of the Congo|Rep Congo|Republic of Congo|Republic Congo,https://en.wikipedia.org/wiki/Republic_of_the_Congo
https://commons.wikimedia.org/wiki/File:Romania_in_its_region.svg,Romania|Chad,https://en.wikipedia.org/wiki/Romania
https://commons.wikimedia.org/wiki/File:Russia_in_its_region_(%2Bclaims_hatched).svg,Russia,https://en.wikipedia.org/wiki/Russia
https://commons.wikimedia.org/wiki/File:Rwanda_in_its_region.svg,Rwanda,https://en.wikipedia.org/wiki/Rwanda
https://commons.wikimedia.org/wiki/File:Saint_Kitts_and_Nevis_in_its_region.svg,Saint Kitts and Nevis|St. Kitts and Nevis|Saint Kitts Nevis|St. Kitts Nevis,https://en.wikipedia.org/wiki/Saint_Kitts_and_Nevis
https://commons.wikimedia.org/wiki/File:Saint_Lucia_in_its_region.svg,Saint Lucia|St. Lucia,https://en.wikipedia.org/wiki/Saint_Lucia
https://commons.wikimedia.org/wiki/File:Saint_Vincent_and_the_Grenadines_in_its_region.svg,Saint Vincent and the Grenadines|St. Vincent and the Grenadines|Saint Vincent and Grenadines|St. Vincent and Grenadines|Saint Vincent the Grenadines|St. Vincent the Grenadines|Saint Vincent Grenadines|St. Vincent Grenadines|Saint Vincent|St. Vincent,https://en.wikipedia.org/wiki/Saint_Vincent_and_the_Grenadines
https://commons.wikimedia.org/wiki/File:Samoa_in_its_region.svg,Samoa,https://en.wikipedia.org/wiki/Samoa
https://commons.wikimedia.org/wiki/File:San_Marino_in_its_region.svg,San Marino,https://en.wikipedia.org/wiki/San_Marino
https://commons.wikimedia.org/wiki/File:Sao_Tome_and_Principe_in_its_region.svg,São Tomé and Príncipe|São Tomé Principe,https://en.wikipedia.org/wiki/São_Tomé_and_Príncipe
https://commons.wikimedia.org/wiki/File:Saudi_Arabia_in_its_region.svg,Saudi Arabia,https://en.wikipedia.org/wiki/Saudi_Arabia
https://commons.wikimedia.org/wiki/File:Senegal_in_its_region.svg,Senegal,https://en.wikipedia.org/wiki/Senegal
https://commons.wikimedia.org/wiki/File:Serbia_in_its_region_(de-facto).svg,Serbia,https://en.wikipedia.org/wiki/Serbia
https://commons.wikimedia.org/wiki/File:Seychelles_in_its_region_(small_islands_magnified).svg,Seychelles,https://en.wikipedia.org/wiki/Seychelles
https://commons.wikimedia.org/wiki/File:Sierra_Leone_in_its_region.svg,Sierra Leone,https://en.wikipedia.org/wiki/Sierra_Leone
https://commons.wikimedia.org/wiki/File:Singapore_in_its_region_(special_marker).svg,Singapore,https://en.wikipedia.org/wiki/Singapore
https://commons.wikimedia.org/wiki/File:Slovakia_in_its_region.svg,Slovakia,https://en.wikipedia.org/wiki/Slovakia
https://commons.wikimedia.org/wiki/File:Slovenia_in_its_region.svg,Slovenia,https://en.wikipedia.org/wiki/Slovenia
https://commons.wikimedia.org/wiki/File:Solomon_Islands_in_its_region_(special_marker).svg,Solomon Islands,https://en.wikipedia.org/wiki/Solomon_Islands
https://commons.wikimedia.org/wiki/File:Somalia_in_its_region_(claimed_hatched).svg,Somalia,https://en.wikipedia.org/wiki/Somalia
https://commons.wikimedia.org/wiki/File:South_Africa_in_its_region.svg,South Africa,https://en.wikipedia.org/wiki/South_Africa
https://commons.wikimedia.org/wiki/File:South_Korea_in_its_region.svg,South Korea,https://en.wikipedia.org/wiki/South_Korea
https://commons.wikimedia.org/wiki/File:South_Sudan_in_its_region_(claimed_hatched).svg,South Sudan,https://en.wikipedia.org/wiki/South_Sudan
https://commons.wikimedia.org/wiki/File:Spain_in_its_region_(mainland).svg,Spain,https://en.wikipedia.org/wiki/Spain
https://commons.wikimedia.org/wiki/File:Sri_Lanka_in_its_region.svg,Sri Lanka,https://en.wikipedia.org/wiki/Sri_Lanka
https://commons.wikimedia.org/wiki/File:Sudan_in_its_region_(claimed_hatched).svg,Sudan,https://en.wikipedia.org/wiki/Sudan
https://commons.wikimedia.org/wiki/File:Suriname_in_its_region.svg,Suriname,https://en.wikipedia.org/wiki/Suriname
https://commons.wikimedia.org/wiki/File:Sweden_in_its_region.svg,Sweden,https://en.wikipedia.org/wiki/Sweden
https://commons.wikimedia.org/wiki/File:Switzerland_in_its_region.svg,Switzerland,https://en.wikipedia.org/wiki/Switzerland
https://commons.wikimedia.org/wiki/File:Syria_in_its_region_(claimed_hatched).svg,Syria,https://en.wikipedia.org/wiki/Syria
https://commons.wikimedia.org/wiki/File:Taiwan_in_its_region.svg,Taiwan|Republic of China|ROC,https://en.wikipedia.org/wiki/Taiwan
https://commons.wikimedia.org/wiki/File:Tajikistan_in_its_region.svg,Tajikistan,https://en.wikipedia.org/wiki/Tajikistan
https://commons.wikimedia.org/wiki/File:Tanzania_in_its_region.svg,Tanzania,https://en.wikipedia.org/wiki/Tanzania
https://commons.wikimedia.org/wiki/File:Thailand_in_its_region.svg,Thailand,https://en.wikipedia.org/wiki/Thailand
https://commons.wikimedia.org/wiki/File:Gambia_in_its_region.svg,The Gambia|Gambia,https://en.wikipedia.org/wiki/The_Gambia
https://commons.wikimedia.org/wiki/File:East_Timor_in_its_region.svg,Timor-Leste|East Timor,https://en.wikipedia.org/wiki/Timor-Leste
https://commons.wikimedia.org/wiki/File:Togo_in_its_region.svg,Togo,https://en.wikipedia.org/wiki/Togo
https://commons.wikimedia.org/wiki/File:Tonga_in_its_region.svg,Tonga,https://en.wikipedia.org/wiki/Tonga
https://commons.wikimedia.org/wiki/File:Trinidad_and_Tobago_in_its_region_(special_marker).svg,Trinidad and Tobago,https://en.wikipedia.org/wiki/Trinidad_and_Tobago
https://commons.wikimedia.org/wiki/File:Tunisia_in_its_region.svg,Tunisia,https://en.wikipedia.org/wiki/Tunisia
https://commons.wikimedia.org/wiki/File:Turkey_in_its_region.svg,Türkiye,https://en.wikipedia.org/wiki/Turkey
https://commons.wikimedia.org/wiki/File:Turkmenistan_in_its_region.svg,Turkmenistan,https://en.wikipedia.org/wiki/Turkmenistan
https://commons.wikimedia.org/wiki/File:Tuvalu_in_its_region.svg,Tuvalu,https://en.wikipedia.org/wiki/Tuvalu
https://commons.wikimedia.org/wiki/File:Uganda_in_its_region.svg,Uganda,https://en.wikipedia.org/wiki/Uganda
https://commons.wikimedia.org/wiki/File:Ukraine_(claims_hatched)_in_its_region.svg,Ukraine|The Ukraine,https://en.wikipedia.org/wiki/Ukraine
https://commons.wikimedia.org/wiki/File:United_Arab_Emirates_in_its_region.svg,United Arab Emirates|UAE,https://en.wikipedia.org/wiki/United_Arab_Emirates
https://commons.wikimedia.org/wiki/File:United_Kingdom_in_its_region.svg,United Kingdom|U.K.|The U.K.,https://en.wikipedia.org/wiki/United_Kingdom
https://commons.wikimedia.org/wiki/File:United_States_in_its_region.svg,United States|U.S.|U.S.A.|The U.S.|The U.S.A.|America,https://en.wikipedia.org/wiki/United_States
https://commons.wikimedia.org/wiki/File:Uruguay_in_its_region.svg,Uruguay,https://en.wikipedia.org/wiki/Uruguay
https://commons.wikimedia.org/wiki/File:Uzbekistan_in_its_region.svg,Uzbekistan,https://en.wikipedia.org/wiki/Uzbekistan
https://commons.wikimedia.org/wiki/File:Vanuatu_in_its_region.svg,Vanuatu,https://en.wikipedia.org/wiki/Vanuatu
https://commons.wikimedia.org/wiki/File:Vatican_in_its_region.svg,Vatican City|Vatican|The Vatican|The Holy See|Holy See,https://en.wikipedia.org/wiki/Vatican_City
https://commons.wikimedia.org/wiki/File:Venezuela_in_its_region.svg,Venezuela,https://en.wikipedia.org/wiki/Venezuela
https://commons.wikimedia.org/wiki/File:Vietnam_in_its_region.svg,Vietnam,https://en.wikipedia.org/wiki/Vietnam
https://commons.wikimedia.org/wiki/File:Yemen_in_its_region.svg,Yemen,https://en.wikipedia.org/wiki/Yemen
https://commons.wikimedia.org/wiki/File:Zambia_in_its_region.svg,Zambia,https://en.wikipedia.org/wiki/Zambia
https://commons.wikimedia.org/wiki/File:Zimbabwe_in_its_region.svg,Zimbabwe,https://en.wikipedia.org/wiki/Zimbabwe
